,index,tweet,humor,prejudice_woman,prejudice_lgbtiq,prejudice_inmigrant_race,gordofobia,mean_prejudice
453,25422,Ayyyy las bisexuales diciendo que son femmes y butches??? Mira no sé si es más ridiculo eso o que digan que sufren comphet,0,0,1,0,0,2.8
454,31846,"Ahora que Twitter está liberado, voy a detallar unas verdades:

•Las mujeres pueden ser embarazadas.
•No existen las ""mujeres trans"".
•Las ""mujeres trans"" son hombres travestidos.
•Las ""mujeres trans"" no pueden embarazarse.

Gracias por su atención.
RT si coincide.",0,0,1,0,0,3.8
455,33243,Cuando eres feminista y dices que no es lo mismo maltrato que tratar mal para justificar que la violencia SÍ tiene género. URL,1,1,0,0,0,2.2
456,23983,"Lo menos que puede hacer asear la casa y no mofarse en las redes: si a ella le diera vergüenza llevaría dinero a la casa y no se andaría paseando con el dinero que él provee. Solo denota irresponsabilidad al no atender a su marido. 

No enseñen a las mujeres a ser mantenidas. URL",0,1,0,0,0,2.6
457,32391,"Este tweet es una copia de las tonterias que dicen las feministas, yo se que es femicidio

No me caguen los tweets URL",0,1,0,0,0,2.8
458,19402,"Muchísimas de las agresiones sexuales y de las agresiones sexuales en grupo las hacen los mismos, moros.
Que no es lo mismo que decir que todos los moros agreden sexualmente, así que los tontitos de baba, callad, no me interesan vuestras salidas de contexto.

2/14",0,0,0,1,0,4.2
459,27601,"Ser ciego no es nada, peor sería ser negro. (Stevie Wonder)
Siempre quise ser el primero. (Juan Pablo II)
Cuando te fuiste me dejaste un sabor amargo en la boca. (Monica Lewinski)",0,0,0,1,0,3.4
460,79357,"Lo feminazi les dura hasta que se encuentran una buena verga, se sabe.",0,1,0,0,0,4.0
461,61395,Algunas mujeres se enamoran con una sonrisa o con un beso... Para todas las demás existe Master Card HASHTAG  ,1,1,0,0,0,3.4
462,79431, abort oil gal    aborto legal    Mujeresde Mierda   Las mujeres lucharon por qué se reconociera el feminicidio y ahora están ellas regosijandónse por qué libremente pueden acabar con una vida inocente ......NO ES PAÍS DE MIERDA AHORA SON MUJERES DE MIERDA.....,0,1,0,0,0,3.8
463,20598,"Excusas estúpidas que ponen las mujeres para no tener sexo:
-Me duele mucho la cabeza.
-Estoy en mi periodo.
-No por favor! No se quien eres!!
-Solo tengo 12 años.",1,1,0,0,0,4.4
464,11294,"MENTION Yo no soy nada para hablar de transexualidad, pero creo que deberían llamar de forma diferente al que desea que se mueran por ser trans y al que quiera que tenga los mejores derechos pero no quiere tener relaciones sexuales con elles por sus genitales.",0,0,1,0,0,3.2
465,12041,MENTION Salidas con mujeres? Seguro q no con travestis?,0,0,1,0,0,3.4
466,78857,"Llamada a echarlos a hostias si es necesario del pais. Nos estan comiendo. Los moros a su p casa. Y si se llevan dos buenas hostias mejor por ladrones y sinvergüenzas.  vamosespaña    españa   Ahhh!! no solo moros, q los chinitos nos han metido en esto y nos tienen comidos",0,0,0,1,0,4.0
467,79530,Putos negros odio a los negros los consideró una raza inferior,0,0,0,1,0,4.6
468,3439,La locura feminazi no conoce fronteras. URL,0,1,0,0,0,3.6
469,79638,estos neros apestoos y terroristas dben desapareser del planeta carajo toodods los muslmanes por que son terroristas y bagos y cochinos ca,0,0,0,1,0,4.6
470,2648,"Ayer me peleé con una mujer. La golpeé con fuerza brutal, igual que ella a mí. Yo apuntaba al pecho, aprovechado la debilidad para hacer daño. No sé quién de los dos se llevó la peor parte. Podéis llamarme monstruo, pero luego no digáis que soy machista.  feminismo  ",0,1,0,0,0,4.0
471,21082,"El del autobus: ""a los chinos habría que matarlos a todos"" URL",0,0,0,1,0,4.8
472,80050,"“Accidentes de trafico

¿Por que las mujeres no tienen accidentes de trafico? r: porque del trazecto de la cocina a la cama no haz que coger el coche 

HASHTAG    mac hist as  ”",1,1,0,0,0,3.6
473,18998,"Se acabó el preguntarle a una trabajadora de mal humor que si está con la regla. Sería arriesgado. Sería recordarle que, si está en su puesto de trabajo, es porque quiere: una ley le permite irse a casa y no tener que aguantar nunca más esa pregunta.
 URL",0,1,0,0,0,2.8
474,79619,"Se equivoca y mucho
Los menas deben volver TODOS. a su país y a sus padres el que los tenga
ESPAÑA no es guardería de delincuentes",0,0,0,1,0,3.8
475,9228,"MENTION MENTION Me la imagino venga a mirar su foto una y otra vez intentando descifrar que era lo que le estaban diciendo y pensando ""seguro que hablan en clave de mis tetas,  pero coño yo no me las veo arrugadas"" 😂😂😂",0,1,0,0,0,3.0
476,42690,"Y tetas, imposible y mucho pedir? URL",0,1,0,0,0,2.2
477,79032,"Vos: ""Sufren discriminación"" Los gays: ""guardia de mierda""",0,0,1,0,0,2.4
478,18740,"Son todas putas, búscate a la que sea puta solo contigo",0,1,0,0,0,4.2
479,4753,Es una vergüenza que tengamos q mantener a esta gente con nuestros dinero . Estos menas que solo se dedican a delinquir y que tenían q ser devueltos inmediatamente a su país y con sus padre q son los q los tienen q mantener . España es católica no musulmana .BASTA YA . URL,0,0,0,1,0,3.8
480,79236,El feminismo es basura,0,1,0,0,0,3.8
481,49423,"Si tu pareja te dice ""Tenemos que hablar"" no puede ser nada bueno... a menos que sea muda, entonces es un milagro ¡ALABADO SEA CRISTOJAJAAJA",1,1,0,0,0,2.2
482,78996,No puedo creer que mi hijo esté muerto. Parece que fue ayer cuando me dijo que era gay... HASHTAG  ,1,0,1,0,0,4.2
483,27732,"Los hombres se fijan mucho en el físico de las mujeres. Ellas, en cambio, no se fijan en algo tan superficial, se fijan más en el valor del interior... de la billetera.",1,1,0,0,0,3.6
484,13492,"MENTION Ahí estarán en primera fila las feministas anti-masculinidad, listas para perrear al ritmo del patriarcado y su música ""opresiva""",0,1,0,0,0,2.6
485,13364,"Mi opinión impopular de hoy es que la gran mayoría de los homosexuales crecimos con AMS por unas causas bien definidas. Hace falta estudiar más esto, pero los LGB6 se ofenden porque prefieren pensar que ""nacieron así"", cuando la mayoría de las veces esto es falso.",0,0,1,0,0,2.2
486,31294,Las pelotas de frontón como las mujeres: entre más duro les pegues más rápido regresan.,0,1,0,0,0,5.0
487,79272,La doble moral de las feministas; aborto solo para las pobres.,0,1,0,0,0,2.4
488,18280,MENTION MENTION Sexo gay de furros vi0land0 humanos,0,0,1,0,0,3.8
489,80013,No puedo creer que aún hay gente que piensa que gracias al feminismo las mujeres pueden opinar.,0,1,0,0,0,2.6
490,57724,"-Hola, vengo a mi operación de ""Agrandamiento de Pene"".

-Y ya decidió cómo lo quiere?

-Si, como el de Ana Guevara.",1,0,1,0,0,3.2
491,79719,"HASHTAG   ¿Qué le dice un nëgro a otro nëgro? R= Nada, los negros no son gënte",1,0,0,1,0,5.0
492,79695,Cuando te para la policía en EEUU pero recuerdas de que eres blanco y no tienes de que preocuparte,0,0,0,1,0,3.2
493,29609," STRP   HASHTAG   HASHTAG   HASHTAG   MENTION MENTION
Quien escala las torres gemelas? Spiderman
Quien las sobrevuela? Superman
Quien las atraviesa? Musulman",1,0,0,1,0,3.8
494,23811,"MENTION MENTION MENTION Sí, pero la mujer seguirá considerándose como víctima de violencia de género por mucho que no haya pruebas.
Le darán una discapacidad y ventajas que hacen muy llamativo el denunciar en falso, ya que consecuencias, ninguna.",0,1,0,0,0,3.2
495,4992,qtagarre dl culo ynotarle toda lapolla ay bienmarcada bienvenosa todallena dsemen+dura q la pata dunperro envenenado follar ay enun mirador enel teide soyla única ala qle gusta el sexoduro??siacabamos follando t lavoya chupar4veces esoes así,0,1,0,0,0,3.8
496,3521," Merluzo Verguenza Mundial  
Es moda tratar de fascista a alguien por andar con simbolos patrios y felicitar, alegrarse por alguien que anda con poleras a favor del aborto o de asesinos como el Che Guevara 
Eso va a terminar, la gente buena somos mayoría 
La red tere weona senadora URL",0,1,0,0,0,2.6
497,79722,Han censurado ya los teletubbies por la falta de un personaje negro?,0,0,0,1,0,2.2
498,29325,MENTION Ola nympha me mandas una foto tetas porfa ocupo afecto femenino URL,0,1,0,0,0,3.0
499,79105,vuelvan a decir que se van a hacer lesbianas y las voy a matar hijas de putas no son graciosas son patéticas,0,0,1,0,0,3.8
500,78905,"Que dice un negro cuando se queja? Nada, ya que los negros no tienen ningún tipo de derecho",1,0,0,1,0,3.8
501,79335,"—Estas bien guapa
—“Seguro es le dices a todas”
—¡Pues claro estúpida, ninguna afloja si les digo feas.
—“Ay”",1,1,0,0,0,3.2
502,30066,"HASHTAG   MENTION
un hombre negro se encuentra con una chica en un club y las chica le dice
-muéstrame si lo que dicen de los hombres negros es cierto
el hombre le roba el bolso la apuñala y sale corriendo",1,0,0,1,0,4.4
503,15169,"No hay nada mas gay que un grupo de hombres ""heterosexuales""",0,0,1,0,0,2.0
504,31194,MENTION ¿Un hombre homosexual maltratado tiene el mismo amparo que una mujer heterosexual maltratada? Si es por la regla de que las minorías no merecen representación no sé por qué se busca dar visibilidad a colectivos minoritarios o legislar a su favor entonces 🤔,0,0,1,0,0,2.0
505,34554,¿Por qué las feministas compiten por ver quién es más misándrica? 🤔 URL,0,1,0,0,0,2.8
506,5818,"Perdón por no ser una foca, amiga feminista 😔🙏🏻 URL",0,1,0,0,1,1.6
507,53092,"Mujeres, se ven bien pendejas haciendo uso de Tinder para «buscar amigos». Es como si yo entrara a Youporn para ver si se comen la pizza.",1,1,0,0,0,2.6
508,40559,"Día 35

¿En que se diferencian una mujer y un globo de helio?
- En que el globo tiende a subir y la mujer sube a tender.

HASHTAG   HASHTAG   HASHTAG  ",1,1,0,0,0,3.8
509,74829,"""Pan comido"" en Africa significa que va a ser fácil? O que va a ser difícil?",1,0,0,1,0,3.6
510,36639,"MENTION MENTION Con perspectiva de género y sin usar plásticos, por favor. Y los tanques que sean Euro6.",1,1,0,0,0,2.0
511,71561,El gay va mucho al cine porque le gusta doblada,1,0,1,0,0,3.6
512,23551,"En España hay moros buenos que han venido buscando una vida mejor, que trabajan, que van a comprar, que llevan a sus hijos al colegio y que viven como españoles normales. Estos también son perjudicados por los que vienen a delinquir y porque se fomente su llegada.

12/14",0,0,0,1,0,3.2
513,11637,"Excusas estúpidas que ponen las mujeres para no tener sexo:
-Me duele mucho la cabeza.
-Estoy en mi periodo.
-No por favor! No se quien eres!!
-Solo tengo 12 años.",1,1,0,0,0,4.4
514,79153,"Los trans ya tienen todos esos derechos, lo que ustedes quieren son privilegios.",0,0,1,0,0,2.6
515,17562,"MENTION Ofendide pasive, Diego. No asumas su género, por favor.",1,0,1,0,0,1.8
516,79792,que diferencia hay entre las pizzas y los judíos? que las pizzas no arañan las paredes del horno,0,0,0,1,0,4.8
517,69622,"Dos siameses fueron al DoctoR y uno le dice:
DR mi hermano es gay
¿?y cual es el problema??
Q tenemos un solo culo .
HASHTAG  ",1,0,1,0,0,2.4
518,34790,"El FEMINISMO no es ""igualdad"", es supremacismo de aquellas mujeres que odian al Hombre...La Igualdad no necesita ni odio ni discriminación de ningún tipo -aunque se la llame ""positiva""-. URL",0,1,0,0,0,2.6
519,9031,"A la puta calle

Un señor le dice a su esposa: ?maria!, haz las malestas que nos ha tocado la loteria
 ?que meto, ropa de invierno o mejor de verano? ?cogela toda que te vas con tu madre! 

HASHTAG    parejas  ",1,1,0,0,0,2.4
520,79376,¿Cuándo tiene una mujer dos neuronas? Cuando está embarazada.,0,1,0,0,0,4.2
521,9864,"MENTION A ver, gorda, un perro no es un hijo, y ningun hombre decente se te acercaria, perdon por tanta sinceridad",0,0,0,0,1,3.2
522,21823,"Que no corresponden. Y si, lo digo desde el odio y la rabia porque no se cuantas chicas lesbianas habrán explicado ya mil veces porque las cosas no son así, pero hacen oidos sordos diciendo que si son discriminadas que si bla, cuando las lesbianas somos literal la última muerda.",0,0,1,0,0,2.2
523,26047,MENTION MENTION Gordo re puto jajajaj,0,0,0,0,1,3.2
524,79051,La homofobia es necesaria. Muy necesaria,0,0,1,0,0,3.6
525,78889,"Tanto el titular de la noticia, como el del tuit, la foto elegida, todo tiene un único mensaje: este tío es maricón",0,0,1,0,0,2.4
526,23519,"Dice que los religiosos somos PEDÓFILOS Y ZURDOS sólo porque estamos en contra de la pornografía. 

Ya parece feminista este wachin URL",0,1,0,0,0,2.6
527,41617,MENTION MENTION MENTION MENTION Solo soy feminista cuando los agresores son españoles. Si son m_oro_s entonces ya no soy feminista...,0,0,0,1,0,2.8
528,20072,"El no querer que cuestionen tus actos, también es muy de feministas 😏 URL",0,1,0,0,0,2.2
529,76178,RT MENTION: pasan 2 gallegos y ven un letrero q dices aceros inoxidables... Y paco le dice a manolo q dices hombre nos hacemos?,1,0,0,1,0,2.8
530,11134,"MENTION MENTION MENTION Comparto tu pensamiento. Encima la generacion esta de centenials todos politicamente correctos y antisociales, por eso la ideologia de genero esta apuntada a los mas jovenes, crecen en una generacion de mierda",1,1,0,0,0,1.0
531,61636,"A mi novia le acaban de dar una licencia para matar, ella paso su exámen de manejo.",1,1,0,0,0,3.8
532,79239,"La palabra ""feminazi"" no se debería usar porque blanquea el feminismo y el feminismo es peor.",0,1,0,0,0,3.6
533,79781,"Rumanos, fuera de España.",0,0,0,1,0,2.4
534,78980,Falso. He discutido alguna vez que otra con lesbianas por este motivo (se lo deben explicar en el colegio LGTB🤷). No todos somos bisexuales. Me da asco sólo de pensarlo 🤮.  Heterosexuales Lives Matter  ,0,0,1,0,0,2.2
535,79817,"Eres taaaan gorda, ten gordaa, q cuando te sacaste el carne de conducir, en vez de una L, te dieron una XL!",1,0,0,0,1,3.8
536,79673,"tio me cago en los putos negros, ojala se istingan por cierto viva hitler, franco y 🇪🇸  por Un Mundo Blanco    Negros De Mierda   Negros Muertos  ",0,0,0,1,0,4.0
537,79663,Unos NEGROS DE MIERDA es lo único que son.,0,0,0,1,0,3.2
538,4778,La nacionalidad del agresor de un chico homosexual que la izquierda silencia - URL,0,0,0,1,0,3.2
539,44179,"—Amor, ¿me veo bien?

—Te ves hermosa.

—No seas mentiroso y abre los ojos.

—¡No quiero! ¡Tengo miedo! :'(",1,1,0,0,0,3.2
540,79009,El orgullo gay es un aquelarre,0,0,1,0,0,3.4
541,2438,"Ataudes triangulares

¿Por que cuando muere una mujer la entierran en ataudes triangulares? 
 r:porque cuando se quedan a oscuras se abren de patas

HASHTAG    mac hist as  ",1,1,0,0,0,4.0
542,79664,"+ Que es un negro con 8 brazos? '- No sé, pero recogería el algodón de puta madre",1,0,0,1,0,4.4
543,32280,"Hay muchos LGB6 que odian la masculinidad pero se cortarían un dedo porque un hombre varonil se fijara en ellos. Otros la odian porque sienten que es algo que nunca podrían poseer. En lugar de ponerse a trabajar en recuperar su masculinidad, despotrican contra ella.",0,0,1,0,0,3.0
544,79560,"MENTION dale quedamos asi negra sucia, bostera tenes que ser  inmigrante de mierda  ",0,0,0,1,0,3.4
545,71531,"-¿¡Manuel, qué haces con un pepino en el ano!? 
-Mamá, quería confesarte que quiero estudiar enfermería y no sabía cómo decírtelo. 
📒",1,0,1,0,0,2.4
546,37292,"El escalofriante fin último de la ideología de género explicado por una de sus creadoras.
Shulamith Firestone quería una sociedad comunista que normalizase la pedofilia. Vía MENTION
Sorpresa con Irene Montero, ninguna. 
URL",0,1,0,0,0,2.2
547,79161,"¿qué los hace mujer? ¿el sentirse una? hoy amanecí sintiéndome hombre, capaz mañana amanezca sintiéndome un árbol",0,0,1,0,0,3.2
548,79170,Cuando entras a un establecimiento y el termómetro digital dice que tienes algunos grados de transexualidad :v,1,0,1,0,0,2.4
549,68170,"—Dime algo hijo, ¿cómo me queda este vestido? —Bien. —Dime la verdad. —Papá, no quiero hablar de esto.",1,0,1,0,0,2.2
550,17308,Los chinos aveces hacen consas bonitas URL,0,0,0,1,0,2.4
551,25046,"Feministas: El patriarcado oprime a la mujer tratándola como ciudadana de segunda 😭

Also feministas: URL",0,1,0,0,0,2.2
552,79128,putos jotos maricones gays trolos homosexuales desviados queers enfermos pecadores,0,0,1,0,0,4.6
553,7110,led zeppelin mejor que los moros estos que hacen drill,0,0,0,1,0,2.4
554,2029,"No soy gay, pero quiero chupar un pene. Los penes lucen tan jugosos y sabrosos cuando piensas en ellos. Solo imagina tener uno cálido y vigoroso en tu boca mientras un hombre más grande y fuerte que tú te acaricia la cabeza y te llama buen chico. Soy completamente heterosexual.",0,0,1,0,0,2.2
555,78870,"Este puto Moro caga dinero o que, ya bastó con Neymar",0,0,0,1,0,3.0
556,36824,"A juicio una chica acusada de asesinar a su bebé y esconder el cadáver en un bar...
Pero eso no importa...¿verdad feministas?....
URL",1,1,0,0,0,3.8
557,22721,"La Justicia es machista porque hay que aportar pruebas para probar un delito.  🤷‍♂️
La locura es total.",0,1,0,0,0,2.0
558,2803,"Conocimiento corporal

¿Cuales son las mujeres que mejor conocen su cuerpo? las que se masturban, porque lo conocen al dedillo

HASHTAG    sexo  ",1,1,0,0,0,1.2
559,19725,"MENTION MENTION Me reiría más si se lo hacen a Irene Montero y le preguntan por su afición a abrirse de piernas y gastar rodilleras para trepar. Pero entonces ya sería acoso machista en vez de simple bulling, no?",0,1,0,0,0,2.8
560,14784,MENTION Deberían hacer un diccionario pa entender todos los géneros 😐😂,0,0,1,0,0,2.8
561,79379,Es pecado que la mujer (costilla del hombre) luzca varonil y menos femenina. Así lo describe la Bíblia.,0,1,0,0,0,3.6
562,79687,"""""""Sabías que los negros se asustan cuando tienen diarrea porque piensan que se están derritiendo""""""",1,0,0,1,0,3.8
563,23415,"Vaya descaro. 

Las mujeres son expertas en el arte del engaño. URL",0,1,0,0,0,3.4
564,13061,"- Paco dime 3 seres inferiores a los humanos.
+ Homo sapiens, homo habilis y homosexuales.

HASHTAG   HASHTAG  
HASHTAG  ",1,0,1,0,0,4.2
565,59727,¿En qué se parecen las mujeres a las matemáticas? En que no cualquier idiota las entiende.,1,1,0,0,0,2.8
566,6650,He entrado a instagram y todos los maricones en tanga URL,0,0,1,0,0,3.6
567,1124,Me juego mis huevos gatunos a que muchas de las que se declaran bisexuales por las redes sociales luego no tocarian a una mujer ni con un palo.,0,0,1,0,0,3.2
568,35234,"Lo de los piropos es la estrategia para captar votos de señores.
Además a las señoras de vox les encantan los piropos y creen que es una costumbre que se está perdiendo pero si viene de parte de un negro o moro es una falta de respeto y algo desagradable propio de incivilizados URL",0,1,0,1,0,1.1
569,79592,Necesitamos campos de concentración para Marroquíes. Tenemos que llenar Paracuellos de moros.,0,0,0,1,0,4.6
570,79774,Menas go home!,0,0,0,1,0,2.8
571,44860,"doctor, aumenté 30k.""
""Vamos a ver... abra la boca y diga muuu...HASHTAG  ",1,0,0,0,1,3.4
572,79114,Sinceridad plena yo no tengo la culpa de que el ambiente de cuenca sean todos maricones súper tóxicos si se dice es por algo a tomar por culo ya la ocultación,0,0,1,0,0,2.0
573,79344,"Una mujer no es ""desesperada"" por soñar casarse con un gran hombre y esperar por ello. Desesperado es ir cambiando de novios temporales dándole a todos ""beneficios"" de esposos.",0,1,0,0,0,2.4
574,79354,Las mujeres a la cocina,0,1,0,0,0,3.6
575,78916,"Normas del fútbol en el colegio

-El gordo siempre se pone de portero

-La ley de la botella:el que la tira va a por ella

-Si el dueño del balón se va, se acabó el partido

-No hay fuera de banda

-Las mujeres no juegan al fútbol

-Jugar con balones Mikasa",0,1,0,0,1,3.0
576,26089,Y hace bien como estan las perversas leyes feministas. URL,0,1,0,0,0,3.0
577,21619,Yo contraté un negro y la verdad que ha sido a mayor pérdida de tiempo de mi vida URL,0,0,0,1,0,3.4
578,79190,"Mujer? Mujer es la que cocina, limpia, acompaña y está tanto en las malas como las buenas, ESO ES SER MUJER!!!",0,1,0,0,0,3.8
579,10308,"Me acuerdo cuando las feminazis decían ""a Uds les preocupan más las paredes pintadas que nosotras""! URL",0,1,0,0,0,3.0
580,51485,"A lo largo del tiempo he aprendido que la “EX” es como Voldemort.

¡JAMÁS DEBE SER NOMBRADA!",1,1,0,0,0,1.4
581,36599,"Comprobando

Como puedes saber si un amigo tuzo es marica ? comprobando si la polla le sabe a mierda

HASHTAG    homosexuales  ",1,0,1,0,0,3.4
582,9392,"Asfalto negros

¿En que se diferencia, un auto que atropezo a un perro un auto que atropezo a un negro? 
 en que el que atropezo al perro en el asfalto quedo la frenada

HASHTAG    diferencias  ",0,0,0,1,0,4.2
583,79546,"Todos los inmigrantes son iguales, pero hay unos ""más iguales"" que otros...",0,0,0,1,0,3.0
584,62077,"Twitter definitivamente fue inventado por un hombre. Si una mujer lo hubiera creado, el límite de caracteres seria de 1000.",1,1,0,0,0,2.0
585,79762,Adopté a un niño de África y no le doy de comer para q se sienta como en su casa,0,0,0,1,0,4.2
586,55391,"Una mujer te puede dar un abrazo, un beso, su amor, incluso hasta las nalgas, pero nunca, nunca, jamás, pero ni de pedo, te dará la razón.",1,1,0,0,0,3.4
587,2256,"-¿Qué es rosa y se deshace en la boca? 
-El clítoris de una leprosa. 

HASHTAG   HASHTAG  ",0,1,0,0,0,2.8
588,79771,Me están jodiendo??? es un mini negro de mierda en unos años pasa por su primera puerta giratoria,0,0,0,1,0,3.0
589,79053,"Para mi no es lo mismo un matrimonio que un mal llamado ""matrimonio homosexual"". Es mi opinión.",0,0,1,0,0,3.2
590,32361,¿En África al negro le dicen color carne?,1,0,0,1,0,2.2
591,57442,"—¿A dónde?
—Qué te importa, estoy harta de que siempre quieras controlarme.
—Si no me dice la bajo de taxi señorita.
—Perdón, la costumbre.",1,1,0,0,0,3.4
592,2364,"Saben por qué los negros son buenos en el basket?

Porque pueden correr, tirar y robar.",0,0,0,1,0,4.6
593,22561," STRP   HASHTAG   HASHTAG   HASHTAG   MENTION MENTION
Cuando una feminista te saca un cuchillo para atacarte, pero tu le pones un chorizo y pan delante y por instinto te prepara un sándwich",1,1,0,0,0,3.6
594,54494,"Un indito en un cajero lee: ""Digite la clave""... Y dice: ¡No, yo no li diji la clave a naiden!   fb  ",1,0,0,1,0,3.0
595,7546,Soltero pq las morochas mienten y las rubias no mg,0,1,0,0,0,3.6
596,3015,MENTION MENTION MENTION MENTION Estas segura que era blanco? Podía haber sido un negro con vitiligo.,0,0,0,1,0,3.4
597,61313,La mujer es el conjunto de curvas capaz de poner recta la única curva que tiene el hombre.  fb  ,1,1,0,0,0,2.4
598,42456,"Al 98% de las mujeres no les gustan las amigas de su marido, en cambio al 98 de los maridos les gustan las amigas de su mujer. Los hombres somos mucho más simpáticos.😌",1,1,0,0,0,2.4
599,30713,"En mis tiempos mozos teníamos a un  humorista Ángel Garó (humorista julai) hacía chistes de maricas, y no montaban ninguna gresca.
Hoy a un humorista se le ocurre hacer alguna coña con un marica y los LGTBI la lían parda",0,0,1,0,0,3.4
600,79425,Feminazi.... Definición gráfica....,0,1,0,0,0,3.6
601,79465,las mujeres recien separadas subiendo cosas para q las vean sus ex 🤢🤢 y yo era asi jajajaj q asco,0,1,0,0,0,2.8
602,35811,MENTION A ver muchos me dirán que es porque soy racista pero que sepas que tengo un amigo negro,0,0,0,1,0,2.2
603,79160,"No sabíamos que Sabela, de  La Isla De Las Tentaciones  , era un travelo 😅",0,0,1,0,0,3.2
604,13996,"MENTION Q asco me dan esos inmigrantes, probablemente ilegales",0,0,0,1,0,3.2
605,18654,Que hace una mujer mirando una hoja en blanco? Leer sus derechos.  HASHTAG   HASHTAG   HASHTAG   MENTION HASHTAG  ,1,1,0,0,0,3.8
606,10949,"El CEO de MENTION hacen malos coches y  apuesta por poner aranceles a los coches chinos seria el titular mejor. 
URL a través de MENTION",0,0,0,1,0,1.4
607,10755,"+ ¿Porqué el coronavirus no mata a personas de alto riesgo en África?
- Porque nadie llega a los 60 años.

HASHTAG   HASHTAG   HASHTAG   HASHTAG  ",0,0,0,1,0,4.0
608,79131,"Nueva entrega del infame “Aprendemos en Clan” de TVE. En este capítulo seguimos viendo a niños con bozales, mientras los educadores que, insistimos, no llevan su bozal reglamentario, les escupen los virus de la pansexualidad y de la necesaria normalización del travestismo.",0,0,1,0,0,3.4
609,17987,"It's kinda insane to me that cisgender lesbians gays and bisexuals don't realize that transphobes are trying to vilify trans people in the same way they tried to vilify us for years.

And that they'll get right back to vilifying us once they don't need us anymore.",0,0,1,0,0,1.2
610,17632,"No me vayan a salir con que los hermafroditas y androginos son aberraciones porque no me lo creo.
 Hermafroditas    Androginos    Hombre Ymujer    Mujer Yhombre   HASHTAG    Religion   HASHTAG   HASHTAG    Dios    Generos   URL",1,0,1,0,0,3.2
611,33803,"MENTION Sexo = biología, hombre y mujer, pene y vagina.
Género = constructo social (en ocasiones ligado al sexo)

Si os molesta lo que dice, sois gilip0llas.",0,0,1,0,0,2.8
612,20841,"Contexto: Una feminista dice que fue agredida por Samuel, afirma que incluso hay fotos y vídeos de prueba. Lastimosamente es verdad su acusación según los propios manifestantes pro-vida. No estuve en esa parte de la manifestación para verlo, pero MENTION lo puede confirmar. URL",0,1,0,0,0,2.6
613,11981,"El feminismo pretende demostrarle a la sociedad que pueden hacer todo. 

Excepto salir adelante con un hijo. 

MENTION URL",1,1,0,0,0,3.0
614,12589,"MENTION MENTION MENTION MENTION Una mujer defendida por otras mujeres, quienes comparten los mismos pensamientos estupidos y sin sentido. 
Ve a leer o a buscar otro hobbie, suficientes mujeres hay juzgando nuestras acciones y pensamientos diariamente.",0,1,0,0,0,2.6
615,79299,"Ahora que en Europa/Rusia/Ucrania requieren a los hombres para el servicio militar, no veo a las feminazis indignadas porque no las toman en cuenta 😒",0,1,0,0,0,3.2
616,37985,A todos estos q les gustan tanto el islam que dirían si se hicieran estos espectáculos en la calle . 🤣🤣 . Hay q ser muy subnormal para querer meter esto en nuestra sociedad y en nuestro país . La invasión esta aquí y tenemos q combatirla . DON PELAYO . URL,0,0,0,1,0,3.8
617,83845,"Claro que sentí envidia cuando lo ví delgado y yo estaba hecho una vaca; obvio que decirle ""gordito en pausa"" es una manifestación de envidia reprimida. ¿Por qué hice eso? Por mi incapacidad de asumir mi responsabilidad en todo esto, por creer que el éxito ajeno es el enemigo.",0,0,0,0,1,3.4
618,39956,"M A R A V I L L A: ""La igualdad no es ser igual que los hombres; eso es la homogeneización"".

El reverso oscuro de Tinder: sexo sin amor para las mujeres, impotencia para los hombres URL",0,1,0,0,0,2.6
619,26910,"MENTION MENTION MENTION Cerro les dejo afuera hei
El es ema, 60 años.
Hoy no tomo la pastilla.
Termino con una pedazo en las nalgas y lo festeja como lokita.
Podria jurar que su mejor epoca fue cuando se podia dormir con las ventanas abiertas (como su ogt esta noche).",0,0,1,0,0,2.4
620,26511,"el Pol: maricon, surt d'aquí!! ho deia a la sal",0,0,1,0,0,2.4
621,42008,"El antisemitismo rampante entre una parte de la comunidad negra no tiene nada q envidiar al antisemitismo blanco. 
Ya sea por influencia musulmana o de los israelitas negros y también, con la connivencia mas o menos velada del ""antisionismo"" de izquierdas, es una plaga URL",0,0,0,1,0,3.0
622,4638,"MENTION Mentiras de las feministas.

URL",0,1,0,0,0,1.8
623,55767,"-Por que los Huracanes tienen nombre de mujeres?? -Porque cuando se van.. Se llevan tu casa, tu auto, tus muebles.. Etc. Jajaja",1,1,0,0,0,4.0
624,17332,MENTION MENTION Me da flojera consultar la biblia. Dejémoslo en que las feminazis estaban predestinadas a comenzar todo el jolgorio apocalíptico. 🤣,0,1,0,0,0,2.8
625,79287,Que asco dan lxs nazis machirulos que comentan por aquí. Bloqueando que es gerundio,0,1,0,0,0,0.8
626,25850,Tengo miedo de tener una hija algún día y acabar descubriendo que anda enseñando las tetas en sus redes sociales.,0,1,0,0,0,3.8
627,33066,"El tren arrancaba de nuevo así que los moros volvieron a entrar corriendo, quedando el negro en el anden sin poder volver a subir (y si llevaba alguna pertenencia, esta quedó dentro del tren).",0,0,0,1,0,2.2
